fare_id,route_id
0,17706527
1,17775421
2,17775434
3,17777588
4,17777601
5,17777607
6,17777616
7,17828754
8,17830100
9,17830101
10,17830117
11,17830125
12,17830138
13,17830143
14,17830144
15,17830149
16,17830154
17,17830170
18,17830196
19,17830200
20,17830211
21,17830215
22,17830224
23,17830236
24,17830241
25,17830243
26,17830286
27,17830328
28,17830377
29,17830378
30,17830387
31,17830388
32,17830390
33,17830512
34,17831913
35,17831914
36,17831926
37,17831927
38,17831928
39,17831931
40,17831933
41,17831935
42,17831936
43,17831944
44,17832001
45,17832003
46,17832011
47,17832012
48,17832021
49,17832027
50,17832033
51,17832036
52,17832037
53,17832040
54,17832053
55,17832057
56,17832067
57,17832085
58,17832220
59,17832531
60,17832545
61,17832555
62,17832575
63,17832597
64,17832604
65,17832613
66,17832614
67,17832615
68,17832627
69,17832666
70,17832667
71,17832669
72,17832739
73,17832742
74,17832743
75,17832751
76,17832755
77,17832772
78,17832773
79,17832781
80,17832783
81,17832795
82,17832808
83,17835104
84,17835173
85,17992169
