fare_id,route_id
0,18178778
1,18212710
2,18212712
3,18212716
4,18212734
5,18212736
6,18212738
7,18212742
8,18212744
9,18212752
10,18212798
11,18212802
12,18212806
13,18212813
14,18212821
15,18212846
16,18265943
17,18265967
18,18265983
19,18266002
20,18266011
21,18266023
22,18266067
23,18266070
24,18266131
25,18266173
26,18266201
27,18266208
28,18266214
29,18268019
30,18268037
31,18268072
32,18268107
33,18268117
34,18268120
35,18268133
36,18268136
37,18268140
38,18268144
39,18268152
40,18268203
41,18268365
42,18268510
43,18268545
44,18268559
45,18269212
46,18284841
47,18289699
48,18289706
49,18291846
50,18291869
51,18291925
52,18291941
53,18291951
54,18291954
55,18291959
56,18291963
57,18291971
58,18291974
59,18291977
60,18291998
61,18292006
62,18292016
63,18292017
64,18292019
65,18292021
66,18292060
67,18292175
68,18292226
69,18334498
70,18334502
71,18334522
72,18334536
73,18334552
74,18494467
75,18494515
76,18510029
77,18510108
78,18511109
79,18582498
80,18702473
81,18704711
82,18704717
83,18704763
84,18704775
85,18704787
86,18704821
87,18704854
88,18708785
89,18708963
90,18709005
91,18709021
92,18709039
93,18709052
94,18709057
95,18709058
96,18709064
97,18709204
98,18709212
99,18709213
100,18709218
101,18718061
102,18718067
103,18718069
104,18722171
105,18732687
106,18732690
107,18732693
108,18732694
109,18732696
110,18732701
111,18732703
112,18732704
113,18732705
114,18732706
115,18735441
116,18735446
117,18735457
118,18735466
119,18735497
120,18735536
121,18735566
122,18735575
123,18735597
124,18736621
125,18736622
126,18736638
127,18736640
128,18736641
129,18736642
130,18736662
131,18736672
132,18736690
133,18736694
134,18736695
135,18736703
136,18736934
137,18736999
138,18737003
139,18737050
140,18737087
141,18737153
142,18739303
143,18739338
144,18739350
145,18739358
146,18739365
147,18739378
148,18739379
149,18739380
150,18739383
151,18739384
152,18739385
153,18739386
154,18739396
155,18739397
156,18739416
157,18739417
158,18739425
159,18739431
160,18739433
161,18739434
162,18739435
163,18739441
164,18739443
165,18739445
166,18739446
167,18739457
168,18739458
169,18739462
170,18739465
171,18739470
172,18739473
173,18739474
174,18739475
175,18739483
176,18739502
177,18739503
178,18739505
179,18739516
180,18739518
181,18739519
182,18739527
183,18739528
184,18739535
185,18739537
186,18739547
187,18739557
188,18739558
189,18739561
190,18739571
191,18739624
192,18739673
193,18756034
194,18756038
195,18756044
196,18756184
197,18756212
198,18756216
199,18756218
200,18756221
201,18765970
202,18765971
203,18765983
204,18765988
205,18765996
206,18766238
207,18766349
208,18766356
209,18766357
210,18766358
211,18766365
212,18766368
213,18766369
214,18766370
215,18766373
216,18766376
217,18766377
218,18766381
219,18766382
220,18766389
221,18766391
222,18768312
223,18768314
224,18768324
225,18768395
226,18768446
227,18768458
228,18768725
229,18768791
230,18768803
231,18768813
232,18768818
233,18768823
234,18768889
235,18768918
236,18769524
237,18769527
238,18769548
239,18769577
240,18769578
241,18769580
242,18769581
243,18769588
244,18769589
245,18769593
246,18769626
247,18769629
248,18769641
249,18769647
250,18769649
251,18769664
252,18769670
253,18769675
254,18769686
255,18769687
256,18769689
257,18769693
258,18769698
259,18769705
260,18769707
261,18769713
262,18769725
263,18769798
264,18769803
265,18769840
266,18769849
267,18769861
268,18769863
269,18769866
270,18769875
271,18769885
272,18770036
273,18779546
274,18781276
275,18781288
276,18781310
277,18782084
278,18782085
279,18782088
280,18782097
281,18782104
282,18782127
283,18782137
284,18782420
285,18785813
286,18786512
287,18786516
288,18793997
289,18794003
290,18794052
291,18794130
292,18796176
293,18796179
294,18796181
295,18796182
296,18796193
297,18796194
298,18796201
299,18796202
300,18796207
301,18796208
302,18796211
303,18796212
304,18796213
305,18796214
306,18796215
307,18796219
308,18796220
309,18796222
310,18796223
311,18796224
312,18796226
313,18796227
314,18796228
315,18796233
316,18796234
317,18796237
318,18796238
319,18796241
320,18796243
321,18796244
322,18796245
323,18796246
324,18796247
325,18796248
326,18796250
327,18796251
328,18796252
329,18796253
330,18796254
331,18796261
332,18796264
333,18796267
334,18796268
335,18796270
336,18796282
337,18796283
338,18796291
339,18796292
340,18796294
341,18796301
342,18796305
343,18796308
344,18796309
345,18796312
346,18796314
347,18796325
348,18796327
349,18796332
350,18796342
351,18796372
352,18796373
353,18796407
354,18815999
355,18819389
356,18819586
357,18823356
358,18823412
359,18823464
360,18823515
361,18823543
362,18823559
363,18823770
364,18823899
365,18825286
366,18825302
367,18825516
368,18827294
369,18827306
370,18827318
371,18827321
372,18827377
373,18827386
374,18827414
375,18827432
376,18836846
377,18838435
378,18839402
379,18839451
380,18839598
381,18839607
382,18839794
383,18839833
384,18839904
385,18839951
386,18840028
387,18840054
388,18840079
389,18840226
390,18840241
391,18840370
392,18840405
393,18840408
394,18840447
395,18840448
396,18840449
397,18840463
398,18840539
399,18840584
400,18840585
401,18840589
402,18840621
403,18840622
404,18840623
405,18840656
406,18840816
407,18840853
408,18840864
409,18840877
410,18840916
411,18840917
412,18840950
413,18840953
414,18840954
415,18841006
416,18841007
417,18841014
418,18841019
419,18841064
420,18841071
421,18841100
422,18841117
423,18841150
424,18841218
425,18841295
426,18841308
427,18841309
428,18841318
429,18841338
430,18841355
431,18853746
432,18858636
433,18858644
434,18864539
435,18864603
436,18864665
437,18864804
438,18864836
439,18864927
440,18869176
441,18869177
442,18869179
443,18869183
444,18869210
445,18869212
446,18869220
447,18869229
448,18869328
449,18869447
450,18869482
451,18869496
452,18869991
453,18870090
454,18870107
455,18870163
456,18870209
457,18870262
458,18874306
459,18874432
460,18874454
461,18874474
462,18874490
463,18874864
464,18874884
465,18875061
466,18875182
467,18878036
468,18878072
469,18878108
470,18878110
471,18878114
472,18878117
473,18878119
474,18878123
475,18878126
476,18878134
477,18878137
478,18878138
479,18878146
480,18878152
481,18878155
482,18878159
483,18878160
484,18878161
485,18878164
486,18878166
487,18878167
488,18878169
489,18878171
490,18878173
491,18878176
492,18878179
493,18878181
494,18878183
495,18878186
496,18878187
497,18878191
498,18878193
499,18878194
500,18878198
501,18878202
502,18878204
503,18878205
504,18878211
505,18878212
506,18878213
507,18878216
508,18878224
509,18878225
510,18878234
511,18878236
512,18878247
513,18878252
514,18878258
515,18878268
516,18878271
517,18878279
518,18878282
519,18910283
520,18934075
521,18937710
522,18958354
523,19072410
524,19072412
525,19072413
526,19072448
527,19072498
528,19109532
